lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
ja,2,random,36,0.2222222222222222,1.0,0.5185185185185186,1.5555555555555556,1.4444444444444444,0.0
ja,2,real,36,0.0,1.0,0.3240740740740742,2.0,1.0,0.0
ja,3,random,95,0.5122807017543857,1.1473684210526307,0.5026315789473684,2.0105263157894737,1.9894736842105263,0.02631578947368421
ja,3,real,95,0.46842105263157896,1.0,0.35789473684210527,2.473684210526316,1.5263157894736843,0.0
ja,4,random,103,0.779126213592233,1.2475728155339805,0.49320388349514555,2.4174757281553396,2.3398058252427183,0.07184466019417479
ja,4,real,103,0.5533980582524275,1.0032362459546924,0.35053166897827037,2.7864077669902914,2.2135922330097086,0.04627831715210358
ja,5,random,151,1.0529801324503314,1.3841059602649002,0.48675496688741743,2.615894039735099,2.622516556291391,0.08830022075055179
ja,5,real,151,0.6589403973509934,1.0413907284768211,0.35493535162409356,3.033112582781457,2.562913907284768,0.0744638915168716
ja,6,random,153,1.271241830065359,1.5196078431372548,0.4995331465919701,2.9281045751633985,2.8627450980392157,0.08590102707749761
ja,6,real,153,0.7542483660130714,1.0771241830065357,0.35231870525988185,3.215686274509804,2.8300653594771243,0.08693847909534179
ja,7,random,206,1.4889042995839115,1.6331484049930654,0.4969660194174757,3.1941747572815533,2.9757281553398056,0.09769417475728155
ja,7,real,206,0.8972491909385114,1.101941747572815,0.3434895067176621,3.3737864077669903,3.325242718446602,0.10134475826223395
ja,8,random,226,1.7599557522123894,1.782079646017699,0.49459193706981314,3.398230088495575,3.1327433628318584,0.10078662733529964
ja,8,real,226,0.9260429835651082,1.1144121365360287,0.34056270671314876,3.5309734513274336,3.561946902654867,0.11499508357915417
ja,9,random,234,2.051282051282052,1.9553656220322897,0.4957264957264957,3.576923076923077,3.47008547008547,0.1055555555555557
ja,9,real,234,0.968482905982906,1.126602564102564,0.34405694021078603,3.8162393162393164,3.752136752136752,0.11776144083836404
ja,10,random,225,2.2955555555555542,2.0728888888888903,0.49252525252525237,3.7822222222222224,3.466666666666667,0.11111111111111119
ja,10,real,225,1.069135802469135,1.1812345679012366,0.357053687053687,4.004444444444444,3.7911111111111113,0.1167155067155068
ja,11,random,264,2.46763085399449,2.2231404958677694,0.5113636363636364,4.026515151515151,3.571969696969697,0.10890151515151503
ja,11,real,264,1.1136363636363635,1.1977272727272723,0.3580052300640535,4.143939393939394,4.003787878787879,0.11825617193264243
