lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
en,2,random,523,0.25621414913957935,1.0,0.4958572339069472,1.4875717017208414,1.5124282982791586,0.0
en,2,real,523,0.0,1.0,0.3234544295729772,2.0,1.0,0.0
en,3,random,561,0.48722519310754614,1.1027926322043968,0.5049019607843137,2.019607843137255,1.9803921568627452,0.04322638146167558
en,3,real,561,0.3181818181818182,1.000891265597148,0.3659833630421863,2.516934046345811,1.483065953654189,0.0
en,4,random,449,0.7410913140311804,1.2355233853006682,0.5011135857461024,2.398663697104677,2.314031180400891,0.06458797327394193
en,4,real,449,0.39569413511507184,1.0423162583518928,0.36025029165341055,2.9020044543429844,2.0979955456570156,0.04324954926291222
en,5,random,489,0.9766871165644175,1.3631901840490785,0.5040899795501019,2.7157464212678937,2.572597137014315,0.07736877982276756
en,5,real,489,0.49591002044989774,1.0618609406952966,0.4034277923848482,3.4171779141104293,2.310838445807771,0.05002921413964364
en,6,random,473,1.2001409443269906,1.4954193093727959,0.5077016007248565,3.0274841437632136,2.7547568710359407,0.08607671398369096
en,6,real,473,0.6021141649048622,1.1006342494714567,0.41834625322997304,3.8202959830866807,2.558139534883721,0.06252223228967403
en,7,random,468,1.4899267399267415,1.6346153846153837,0.49759615384615385,3.232905982905983,2.985042735042735,0.09802350427350427
en,7,real,468,0.6542022792022798,1.1150284900284906,0.43755989380989435,4.2905982905982905,2.769230769230769,0.06911637744971076
en,8,random,465,1.7620967741935485,1.7844086021505376,0.49725209080047783,3.393548387096774,3.152688172043011,0.10561529271206739
en,8,real,465,0.6967741935483864,1.147465437788021,0.4552709894645391,4.703225806451613,2.7978494623655914,0.07048332790268272
en,9,random,501,2.0184076291860715,1.9350188511865176,0.4984031936127744,3.5728542914171655,3.3473053892215567,0.11337325349301476
en,9,real,501,0.7248003992015968,1.157934131736527,0.46349522068085014,5.151696606786427,2.8902195608782435,0.07539463198145861
en,10,random,570,2.235087719298244,2.0754385964912294,0.5047846889952149,3.7929824561403507,3.463157894736842,0.11164274322169106
en,10,real,570,0.8389863547758273,1.217543859649118,0.46714817346396326,5.389473684210526,3.1298245614035087,0.08142594247857438
en,11,random,469,2.517348323318474,2.1953867028493894,0.4952025586353947,3.931769722814499,3.6204690831556503,0.11194029850746288
en,11,real,469,0.8791044776119403,1.2313432835820926,0.4708992379960022,5.637526652452026,3.2196162046908317,0.08918144755031752
