lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
tr,2,random,214,0.2570093457943925,1.0,0.4953271028037386,1.485981308411215,1.514018691588785,0.0
tr,2,real,214,0.0,1.0,0.3286604361370721,2.0,1.0,0.0
tr,3,random,283,0.5053003533568906,1.1154299175500588,0.495583038869258,1.982332155477032,2.0176678445229683,0.037985865724381625
tr,3,real,283,0.2950530035335689,1.0017667844522968,0.33168433451118984,2.3674911660777385,1.6325088339222615,0.0
tr,4,random,353,0.7386685552407932,1.2167138810198301,0.49801699716713893,2.3824362606232294,2.356940509915014,0.07252124645892334
tr,4,real,353,0.5080264400377714,1.0755429650613775,0.35119384864427505,2.813031161473088,2.186968838526912,0.04749763928234177
tr,5,random,350,0.984571428571428,1.3708571428571399,0.5028571428571427,2.7142857142857144,2.557142857142857,0.08047619047619065
tr,5,real,350,0.6821428571428572,1.1257142857142857,0.3613605442176869,3.14,2.5428571428571427,0.07316326530612255
tr,6,random,289,1.2629757785467126,1.4948096885813151,0.49233811171527403,2.885813148788927,2.885813148788927,0.09886307464162114
tr,6,real,289,0.8089965397923881,1.1813148788927306,0.38292277695391974,3.5017301038062283,2.7508650519031144,0.0764815730213653
tr,7,random,255,1.5008403361344531,1.658263305322129,0.503921568627451,3.235294117647059,3.0509803921568626,0.09607843137254903
tr,7,real,255,0.9464052287581702,1.2686274509803925,0.39790057437116244,3.83921568627451,2.9176470588235293,0.08687561893444239
tr,8,random,205,1.7573170731707317,1.8,0.5029810298102979,3.453658536585366,3.209756097560976,0.10514905149051462
tr,8,real,205,1.0195121951219512,1.2996515679442495,0.40887410692288706,4.160975609756098,3.0585365853658537,0.09208179354520804
tr,9,random,224,1.9751984126984117,1.8968253968253976,0.4977678571428571,3.59375,3.3482142857142856,0.10267857142857159
tr,9,real,224,1.1484375,1.3392857142857142,0.3965058007468721,4.258928571428571,3.325892857142857,0.09753750713572147
tr,10,random,149,2.261744966442954,2.049664429530201,0.4948139109212936,3.7651006711409396,3.530201342281879,0.11470408785845043
tr,10,real,149,1.247576435495898,1.3997017151379592,0.40498762981984454,4.483221476510067,3.48993288590604,0.09980858068106403
tr,11,random,135,2.5131313131313138,2.1973063973063978,0.4975308641975309,3.933333333333333,3.5703703703703704,0.10987654320987657
tr,11,real,135,1.3037037037037038,1.4200000000000006,0.41160126728754187,4.733333333333333,3.4814814814814814,0.09421069852442397
