lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
zh,3,random,1,0.3333333333333333,1.0,0.5,2.0,2.0,0.0
zh,3,real,1,0.0,1.0,0.5,3.0,1.0,0.0
zh,6,random,15,1.288888888888889,1.4444444444444442,0.4666666666666667,3.066666666666667,2.933333333333333,0.0952380952380952
zh,6,real,15,0.8,1.173333333333333,0.3630952380952381,3.3333333333333335,2.7333333333333334,0.07261904761904761
zh,7,random,40,1.6142857142857143,1.721428571428571,0.49375,3.15,3.2,0.109375
zh,7,real,40,0.8125000000000002,1.195833333333333,0.3920770202020203,3.6,2.975,0.09130050505050506
zh,8,random,96,1.78125,1.8203125,0.5023148148148149,3.3541666666666665,3.1145833333333335,0.1053240740740739
zh,8,real,96,1.1369047619047614,1.2247023809523812,0.35757049663299645,3.625,3.59375,0.10432975589225575
zh,9,random,128,2.098958333333333,1.956597222222222,0.4921874999999999,3.546875,3.3671875,0.1124999999999998
zh,9,real,128,1.2587890625,1.2724609375,0.36842948717948704,3.8125,3.6953125,0.1166020177738927
zh,10,random,146,2.217123287671233,2.019178082191781,0.4993773349937731,3.8904109589041096,3.4726027397260273,0.11145703611457052
zh,10,real,146,1.343226788432268,1.3310502283105043,0.3835091848790479,4.164383561643835,3.6780821917808217,0.10975611146844035
zh,11,random,162,2.5325476992143674,2.285072951739617,0.5159465020576133,4.012345679012346,3.611111111111111,0.1090534979423869
zh,11,real,162,1.390740740740742,1.3382716049382704,0.3818475324602776,4.228395061728395,3.9814814814814814,0.11218384314789534
