lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
es,2,random,142,0.2746478873239437,1.0,0.48356807511737093,1.4507042253521127,1.5492957746478873,0.0
es,2,real,142,0.0,1.0,0.29272300469483575,2.0,1.0,0.0
es,3,random,142,0.5023474178403755,1.1173708920187795,0.4964788732394366,1.9859154929577465,2.0140845070422535,0.035211267605633804
es,3,real,142,0.3274647887323944,1.0035211267605635,0.314570757880617,2.4225352112676055,1.5774647887323943,0.0
es,4,random,194,0.740979381443299,1.2396907216494846,0.5051546391752578,2.381443298969072,2.288659793814433,0.0659793814432989
es,4,real,194,0.5446735395189,1.0120274914089347,0.30791605301914565,2.6752577319587627,2.3247422680412373,0.06435935198821792
es,5,random,188,0.9968085106382982,1.372340425531915,0.500886524822695,2.6914893617021276,2.6117021276595747,0.08421985815602825
es,5,real,188,0.6462765957446809,1.0305851063829787,0.3178972475515032,2.9627659574468086,2.627659574468085,0.0820288753799391
es,6,random,176,1.2755681818181823,1.526515151515152,0.49918831168831174,2.9886363636363638,2.846590909090909,0.0900974025974025
es,6,real,176,0.7306818181818183,1.0613636363636358,0.34543199855699874,3.25,2.835227272727273,0.08890241702741693
es,7,random,205,1.5142857142857138,1.6362369337979101,0.4920731707317073,3.1463414634146343,3.0682926829268293,0.10914634146341463
es,7,real,205,0.813821138211382,1.0878048780487795,0.35539541759053933,3.526829268292683,3.053658536585366,0.09585858585858581
es,8,random,240,1.7479166666666666,1.7880208333333334,0.5013888888888888,3.4125,3.1791666666666667,0.10416666666666638
es,8,real,240,0.877976190476191,1.1041666666666654,0.35175294612794555,3.7083333333333335,3.279166666666667,0.10192971380471366
es,9,random,260,2.020512820512819,1.9252136752136768,0.49730769230769245,3.5846153846153848,3.273076923076923,0.11000000000000021
es,9,real,260,0.9596153846153846,1.1163461538461539,0.3562303721919108,3.8923076923076922,3.4346153846153844,0.10868227925920243
es,10,random,299,2.304682274247491,2.0832775919732436,0.4931590148981453,3.745819397993311,3.5953177257525084,0.10884767406506547
es,10,real,299,0.9988851727982152,1.1371237458193977,0.35950147956836875,4.11371237458194,3.568561872909699,0.11246785544444413
es,11,random,295,2.51371340523883,2.171648690292758,0.49378531073446297,3.986440677966102,3.664406779661017,0.11610169491525428
es,11,real,295,1.06,1.1484745762711863,0.3589187656809792,4.254237288135593,3.7084745762711866,0.11987112837312243
