lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
zh,3,random,1,0.5,1.0,0.5,3.0,1.0,0.0
zh,3,real,1,0.0,1.0,0.5,3.0,1.0,0.0
zh,6,random,15,1.4133333333333333,1.773333333333333,0.5333333333333333,4.6,1.9333333333333333,0.009523809523809523
zh,6,real,15,0.8,1.173333333333333,0.3630952380952381,3.3333333333333335,2.7333333333333334,0.07261904761904761
zh,7,random,40,1.6541666666666672,1.8958333333333333,0.521875,4.8,2.325,0.040625
zh,7,real,40,0.8125000000000002,1.195833333333333,0.3920770202020203,3.6,2.975,0.09130050505050506
zh,8,random,96,1.9375000000000002,2.117559523809524,0.545138888888889,5.25,2.3854166666666665,0.038194444444444454
zh,8,real,96,1.1369047619047614,1.2247023809523812,0.35757049663299645,3.625,3.59375,0.10432975589225575
zh,9,random,128,2.3857421875,2.337890625,0.5523437500000004,5.734375,2.5390625,0.043749999999999976
zh,9,real,128,1.2587890625,1.2724609375,0.36842948717948704,3.8125,3.6953125,0.1166020177738927
zh,10,random,146,2.5989345509893447,2.535007610350076,0.5691158156911584,6.089041095890411,2.5821917808219177,0.05105853051058527
zh,10,real,146,1.343226788432268,1.3310502283105043,0.3835091848790479,4.164383561643835,3.6780821917808217,0.10975611146844035
zh,11,random,162,3.008024691358026,2.664197530864197,0.5555555555555551,6.314814814814815,2.6481481481481484,0.04938271604938266
zh,11,real,162,1.390740740740742,1.3382716049382704,0.3818475324602776,4.228395061728395,3.9814814814814814,0.11218384314789534
