lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
ar,2,random,75,0.0,1.0,0.33333333333333304,2.0,1.0,0.0
ar,2,real,75,0.0,1.0,0.31777777777777766,2.0,1.0,0.0
ar,3,random,133,0.31203007518796994,1.1015037593984962,0.41541353383458646,2.661654135338346,1.3383458646616542,0.0
ar,3,real,133,0.09022556390977443,1.0,0.46015037593984964,2.8721804511278197,1.1278195488721805,0.0
ar,4,random,50,0.7599999999999999,1.3133333333333335,0.47200000000000003,3.36,1.64,0.004
ar,4,real,50,0.3133333333333335,1.0066666666666668,0.41380952380952357,3.18,1.82,0.006857142857142857
ar,5,random,114,0.9802631578947368,1.3969298245614035,0.4619883040935672,3.675438596491228,2.1228070175438596,0.03947368421052631
ar,5,real,114,0.4824561403508772,1.1535087719298245,0.42550821498189945,3.236842105263158,2.0526315789473686,0.012583542188805346
ar,6,random,76,1.4578947368421054,1.7368421052631575,0.516917293233083,4.328947368421052,2.0789473684210527,0.026315789473684202
ar,6,real,76,0.5736842105263156,1.0842105263157902,0.44650689223057627,3.8947368421052633,2.276315789473684,0.03764619883040935
ar,7,random,116,1.685344827586207,1.9022988505747136,0.5290948275862069,4.810344827586207,2.2586206896551726,0.032327586206896554
ar,7,real,116,0.6479885057471264,1.14080459770115,0.4508381226053639,4.120689655172414,2.4827586206896552,0.05684865900383141
ar,8,random,129,2.0332225913621254,2.0764119601328903,0.5279931093884582,5.007751937984496,2.488372093023256,0.05167958656330743
ar,8,real,129,0.8150609080841641,1.2081949058693233,0.4465037976665881,4.348837209302325,2.8449612403100777,0.07917547568710347
ar,9,random,106,2.2264150943396226,2.294811320754717,0.5509433962264155,5.584905660377358,2.5283018867924527,0.053773584905660345
ar,9,real,106,0.7535377358490566,1.1721698113207548,0.45562519241764515,4.754716981132075,2.7452830188679247,0.07222368826142403
ar,10,random,141,2.6776989755713165,2.5263987391646965,0.5589941972920699,6.035460992907802,2.5602836879432624,0.04448742746615084
ar,10,real,141,0.7746256895193062,1.1820330969267154,0.4631320216426599,4.98581560283688,2.879432624113475,0.07324531260701479
ar,11,random,134,3.058208955223879,2.7686567164179103,0.5640547263681593,6.58955223880597,2.6865671641791047,0.05037313432835817
ar,11,real,134,0.8432835820895522,1.2074626865671627,0.46859657755180145,5.3059701492537314,2.91044776119403,0.0798644141927724
