lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_tree_depth,mean_max_arity,mean_high_arity_node_proportion
tr,2,random,214,0.0,1.0,0.33333333333333365,2.0,1.0,0.0
tr,2,real,214,0.0,1.0,0.3286604361370721,2.0,1.0,0.0
tr,3,random,283,0.3197879858657244,1.088339222614841,0.4125441696113074,2.65017667844523,1.3498233215547704,0.0
tr,3,real,283,0.2950530035335689,1.0017667844522968,0.33168433451118984,2.3674911660777385,1.6325088339222615,0.0
tr,4,random,353,0.6676109537299336,1.2766761095372985,0.4532577903682725,3.26628895184136,1.7337110481586402,0.011331444759206801
tr,4,real,353,0.5080264400377714,1.0755429650613775,0.35119384864427505,2.813031161473088,2.186968838526912,0.04749763928234177
tr,5,random,350,1.0192857142857144,1.5,0.49809523809523826,3.9085714285714284,1.9285714285714286,0.02190476190476192
tr,5,real,350,0.6821428571428572,1.1257142857142857,0.3613605442176869,3.14,2.5428571428571427,0.07316326530612255
tr,6,random,289,1.3653979238754317,1.7031141868512105,0.5180425111220962,4.404844290657439,2.1280276816608996,0.02867029164607022
tr,6,real,289,0.8089965397923881,1.1813148788927306,0.38292277695391974,3.5017301038062283,2.7508650519031144,0.0764815730213653
tr,7,random,255,1.630718954248365,1.8549019607843118,0.5215686274509804,4.737254901960784,2.3254901960784315,0.039705882352941174
tr,7,real,255,0.9464052287581702,1.2686274509803925,0.39790057437116244,3.83921568627451,2.9176470588235293,0.08687561893444239
tr,8,random,205,1.9233449477351916,2.0766550522648086,0.5376693766937674,5.219512195121951,2.4,0.04444444444444436
tr,8,real,205,1.0195121951219512,1.2996515679442495,0.40887410692288706,4.160975609756098,3.0585365853658537,0.09208179354520804
tr,9,random,224,2.3097098214285716,2.3621651785714284,0.5566964285714284,5.741071428571429,2.40625,0.03883928571428565
tr,9,real,224,1.1484375,1.3392857142857142,0.3965058007468721,4.258928571428571,3.325892857142857,0.09753750713572147
tr,10,random,149,2.639075316927665,2.511558538404176,0.5552165954850518,6.046979865771812,2.597315436241611,0.048810250152532
tr,10,real,149,1.247576435495898,1.3997017151379592,0.40498762981984454,4.483221476510067,3.48993288590604,0.09980858068106403
tr,11,random,135,3.0251851851851854,2.773333333333333,0.5648148148148147,6.62962962962963,2.6296296296296298,0.048148148148148114
tr,11,real,135,1.3037037037037038,1.4200000000000006,0.41160126728754187,4.733333333333333,3.4814814814814814,0.09421069852442397
