lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_max_arity,mean_high_arity_node_proportion
ar,2,random,75,0.0,1.0,0.33333333333333304,1.0,0.0
ar,2,real,75,0.0,1.0,0.31777777777777766,1.0,0.0
ar,3,random,133,0.3458646616541353,1.0,0.3890977443609023,1.443609022556391,0.0
ar,3,real,133,0.09022556390977443,1.0,0.46015037593984964,1.1278195488721805,0.0
ar,4,random,50,0.6733333333333333,1.1200000000000003,0.41999999999999976,1.9,0.039999999999999994
ar,4,real,50,0.3133333333333335,1.0066666666666668,0.41380952380952357,1.82,0.006857142857142857
ar,5,random,114,0.8640350877192983,1.219298245614035,0.43713450292397654,2.236842105263158,0.043859649122807015
ar,5,real,114,0.4824561403508772,1.1535087719298245,0.42550821498189945,2.0526315789473686,0.012583542188805346
ar,6,random,76,1.1473684210526311,1.3447368421052635,0.44172932330827025,2.526315789473684,0.06203007518796993
ar,6,real,76,0.5736842105263156,1.0842105263157902,0.44650689223057627,2.276315789473684,0.03764619883040935
ar,7,random,116,1.298850574712644,1.442528735632185,0.46012931034482757,2.8448275862068964,0.08405172413793104
ar,7,real,116,0.6479885057471264,1.14080459770115,0.4508381226053639,2.4827586206896552,0.05684865900383141
ar,8,random,129,1.4440753045404209,1.547065337763012,0.49698535745047384,2.751937984496124,0.06459948320413426
ar,8,real,129,0.8150609080841641,1.2081949058693233,0.4465037976665881,2.8449612403100777,0.07917547568710347
ar,9,random,106,1.5400943396226414,1.5872641509433962,0.49150943396226404,2.9339622641509435,0.06792452830188672
ar,9,real,106,0.7535377358490566,1.1721698113207548,0.45562519241764515,2.7452830188679247,0.07222368826142403
ar,10,random,141,1.8329393223010249,1.7557131599684797,0.5009671179883947,3.049645390070922,0.07865892972275962
ar,10,real,141,0.7746256895193062,1.1820330969267154,0.4631320216426599,2.879432624113475,0.07324531260701479
ar,11,random,134,1.9291044776119404,1.7940298507462684,0.5080845771144279,3.08955223880597,0.07773631840796025
ar,11,real,134,0.8432835820895522,1.2074626865671627,0.46859657755180145,2.91044776119403,0.0798644141927724
