lang,sent_len,kind,num_trees,mean_dep_distance,mean_intervener_complexity,mean_tree_density,mean_max_arity,mean_high_arity_node_proportion
es,2,random,142,0.0,1.0,0.33333333333333376,1.0,0.0
es,2,real,142,0.0,1.0,0.29272300469483575,1.0,0.0
es,3,random,142,0.36619718309859156,1.0035211267605635,0.3873239436619718,1.4507042253521127,0.0
es,3,real,142,0.3274647887323944,1.0035211267605635,0.314570757880617,1.5774647887323943,0.0
es,4,random,194,0.5945017182130582,1.113402061855671,0.4340206185567015,1.8298969072164948,0.023711340206185573
es,4,real,194,0.5446735395189,1.0120274914089347,0.30791605301914565,2.3247422680412373,0.06435935198821792
es,5,random,188,0.8670212765957447,1.240691489361702,0.453900709219858,2.0904255319148937,0.03191489361702129
es,5,real,188,0.6471631205673758,1.0305851063829787,0.3170107227288082,2.627659574468085,0.0820288753799391
es,6,random,176,1.0636363636363633,1.3159090909090887,0.460227272727273,2.409090909090909,0.04870129870129874
es,6,real,176,0.7306818181818183,1.0613636363636358,0.34543199855699874,2.835227272727273,0.08890241702741693
es,7,random,205,1.2837398373983735,1.456910569105691,0.47804878048780486,2.5414634146341464,0.05426829268292683
es,7,real,205,0.813821138211382,1.0878048780487795,0.35539541759053933,3.053658536585366,0.09585858585858581
es,8,random,240,1.4547619047619043,1.5440476190476187,0.48888888888888893,2.720833333333333,0.062037037037036884
es,8,real,240,0.877976190476191,1.1041666666666654,0.35175294612794555,3.279166666666667,0.10192971380471366
es,9,random,260,1.648076923076923,1.6625,0.49961538461538463,2.8346153846153848,0.07230769230769225
es,9,real,260,0.9596153846153846,1.1163461538461539,0.3562303721919108,3.4346153846153844,0.10868227925920243
es,10,random,299,1.7859531772575266,1.728353771832033,0.49589540893888684,3.0735785953177257,0.08269990878686533
es,10,real,299,0.9988851727982152,1.1371237458193977,0.35950147956836875,3.568561872909699,0.11246785544444413
es,11,random,295,1.9542372881355932,1.7989830508474582,0.5022598870056499,3.1966101694915254,0.0785310734463276
es,11,real,295,1.06,1.1484745762711863,0.3589187656809792,3.7084745762711866,0.11987112837312243
